simpanan_id,nasabah_id,jenis_simpanan,saldo,suku_bunga_persen,tanggal_buka,mata_uang,status
SMP0001018,NSB0000607,Tabungan,1000000,0.5,2022-09-26,IDR,Aktif
SMP0001019,NSB0008377,Tabungan,250000000,1.0,2020-06-10,IDR,Aktif
SMP0001020,NSB0001021,Tabungan,25000000,2.0,2019-06-03,IDR,Aktif
SMP0001021,NSB0000247,Deposito,250000000,3.5,2020-06-11,IDR,Aktif
SMP0001022,NSB0005318,Giro,100000000,0.5,2015-05-28,IDR,Aktif
SMP0001023,NSB0002353,Deposito,50000000,4.5,2017-10-15,IDR,Aktif
SMP0001024,NSB0007959,Tabungan,100000000,0.5,2017-08-09,IDR,Aktif
SMP0001025,NSB0003066,Tabungan,100000000,0.5,2023-08-29,IDR,Aktif
SMP0001026,NSB0005351,Deposito,250000000,4.0,2020-12-27,IDR,Aktif
SMP0001027,NSB0004179,Tabungan,10000000,1.5,2024-07-28,IDR,Aktif
SMP0001028,NSB0009997,Tabungan,500000,1.5,2021-11-29,IDR,Aktif
SMP0001029,NSB0002137,Tabungan,10000000,0.5,2021-10-02,IDR,Aktif
SMP0001030,NSB0000442,Deposito,100000000,5.5,2022-10-19,IDR,Aktif
SMP0001031,NSB0004015,Giro,10000000,1.0,2019-07-03,IDR,Aktif
SMP0001032,NSB0000860,Deposito,10000000,4.5,2023-12-07,IDR,Aktif
SMP0001033,NSB0001785,Deposito,250000000,3.5,2019-11-21,IDR,Aktif
SMP0001034,NSB0009759,Tabungan,100000,1.0,2018-10-26,IDR,Aktif
SMP0001035,NSB0008401,Tabungan,50000000,0.5,2015-07-02,IDR,Aktif
SMP0001036,NSB0002070,Deposito,50000000,5.5,2018-11-05,IDR,Ditutup
SMP0001037,NSB0001389,Tabungan,5000000,2.0,2024-02-23,IDR,Aktif
SMP0001038,NSB0009320,Tabungan,10000000,2.0,2015-08-09,IDR,Aktif
SMP0001039,NSB0008937,Deposito,25000000,5.0,2017-11-30,IDR,Aktif
SMP0001040,NSB0006873,Deposito,10000000,4.5,2023-09-11,IDR,Aktif
SMP0001041,NSB0000567,Tabungan,50000000,0.5,2017-08-01,IDR,Aktif
SMP0001042,NSB0008399,Tabungan,10000000,0.5,2015-08-05,IDR,Aktif
SMP0001043,NSB0003724,Tabungan,1000000,2.0,2017-10-14,IDR,Aktif
SMP0001044,NSB0003836,Tabungan,50000000,1.5,2024-06-26,IDR,Aktif
SMP0001045,NSB0000213,Deposito,500000000,4.5,2019-11-09,IDR,Aktif
SMP0001046,NSB0003829,Giro,10000000,1.0,2020-01-23,IDR,Aktif
SMP0001047,NSB0007817,Tabungan,100000000,0.5,2015-04-27,IDR,Aktif
SMP0001048,NSB0005564,Deposito,50000000,4.5,2023-04-24,IDR,Aktif
SMP0001049,NSB0004641,Deposito,10000000,5.0,2024-01-06,IDR,Aktif
SMP0001050,NSB0008420,Tabungan,100000,2.0,2020-11-16,IDR,Aktif
SMP0001051,NSB0001468,Tabungan,100000000,1.5,2016-05-13,IDR,Aktif
SMP0001052,NSB0006338,Deposito,100000000,5.0,2023-08-07,IDR,Aktif
SMP0001053,NSB0002563,Deposito,10000000,5.0,2017-11-17,IDR,Aktif
SMP0001054,NSB0008540,Deposito,10000000,5.5,2023-05-29,IDR,Ditutup
SMP0001055,NSB0007712,Deposito,500000000,5.5,2019-09-30,IDR,Aktif
SMP0001056,NSB0005928,Deposito,100000000,4.5,2020-05-06,IDR,Aktif
SMP0001057,NSB0007223,Deposito,1000000000,5.5,2016-08-13,IDR,Aktif
SMP0001058,NSB0007973,Tabungan,100000000,1.0,2020-12-02,IDR,Aktif
SMP0001059,NSB0008960,Deposito,100000000,4.5,2019-01-06,IDR,Aktif
SMP0001060,NSB0002063,Tabungan,5000000,1.5,2019-05-26,IDR,Aktif
SMP0001061,NSB0002601,Tabungan,10000000,1.5,2019-05-15,IDR,Ditutup
SMP0001062,NSB0001884,Tabungan,50000000,0.5,2020-06-04,IDR,Aktif
SMP0001063,NSB0001597,Deposito,100000000,3.5,2017-08-15,IDR,Aktif
SMP0001064,NSB0003550,Deposito,50000000,4.0,2024-01-06,IDR,Aktif
SMP0001065,NSB0008758,Giro,50000000,0.5,2020-01-22,IDR,Aktif
SMP0001066,NSB0009953,Giro,500000000,1.0,2018-07-10,IDR,Aktif
SMP0001067,NSB0008274,Tabungan,100000000,0.5,2018-11-02,IDR,Aktif
SMP0001068,NSB0009687,Giro,100000000,0.5,2022-08-25,IDR,Aktif
SMP0001069,NSB0008038,Tabungan,100000,1.5,2018-09-18,IDR,Aktif
SMP0001070,NSB0000809,Tabungan,5000000,0.5,2024-05-25,IDR,Aktif
SMP0001071,NSB0007231,Deposito,500000000,4.0,2020-02-27,IDR,Ditutup
SMP0001072,NSB0005444,Tabungan,100000000,0.5,2017-11-23,IDR,Aktif
SMP0001073,NSB0001825,Deposito,500000000,3.5,2017-02-11,IDR,Aktif
SMP0001074,NSB0005505,Deposito,100000000,4.0,2023-05-13,USD,Aktif
SMP0001075,NSB0002734,Tabungan,500000,0.5,2017-07-11,IDR,Aktif
SMP0001076,NSB0000388,Giro,10000000,0.25,2024-06-26,IDR,Aktif
SMP0001077,NSB0008856,Tabungan,50000000,2.0,2016-12-09,IDR,Aktif
SMP0001078,NSB0004916,Deposito,250000000,3.5,2018-05-02,IDR,Aktif
SMP0001079,NSB0004371,Giro,5000000,0.5,2016-10-16,IDR,Ditutup
SMP0001080,NSB0007208,Giro,500000000,0.5,2023-10-21,IDR,Aktif
SMP0001081,NSB0002708,Deposito,50000000,5.0,2023-04-14,IDR,Aktif
SMP0001082,NSB0002602,Tabungan,100000000,0.5,2021-08-12,IDR,Ditutup
SMP0001083,NSB0006464,Tabungan,100000,1.5,2018-01-16,IDR,Aktif
SMP0001084,NSB0001072,Tabungan,500000,2.0,2016-02-17,IDR,Aktif
SMP0001085,NSB0007975,Deposito,100000000,3.5,2019-01-14,IDR,Ditutup
SMP0001086,NSB0002471,Tabungan,500000,2.0,2024-04-07,IDR,Aktif
SMP0001087,NSB0000347,Tabungan,50000000,1.5,2015-10-19,IDR,Aktif
SMP0001088,NSB0001415,Tabungan,5000000,0.5,2024-04-23,IDR,Aktif
SMP0001089,NSB0001197,Tabungan,50000000,1.0,2020-01-10,IDR,Aktif
SMP0001090,NSB0003972,Deposito,50000000,5.5,2015-04-05,IDR,Aktif
SMP0001091,NSB0008893,Giro,5000000,0.5,2016-02-10,IDR,Aktif
SMP0001092,NSB0006242,Tabungan,500000,1.5,2016-08-29,IDR,Aktif
SMP0001093,NSB0006155,Tabungan,5000000,1.0,2019-12-06,USD,Aktif
SMP0001094,NSB0008220,Giro,5000000,1.0,2020-07-18,IDR,Aktif
SMP0001095,NSB0006495,Tabungan,5000000,2.0,2024-12-03,IDR,Aktif
SMP0001096,NSB0009126,Tabungan,100000000,1.0,2020-12-23,IDR,Ditutup
SMP0001097,NSB0000754,Deposito,50000000,5.0,2016-02-13,IDR,Aktif
SMP0001098,NSB0005134,Deposito,250000000,5.0,2023-07-19,IDR,Aktif
SMP0001099,NSB0002681,Deposito,100000000,3.5,2022-05-03,IDR,Aktif
SMP0001100,NSB0000011,Tabungan,1000000,2.0,2016-12-05,IDR,Ditutup
SMP0001101,NSB0002977,Giro,10000000,0.25,2023-08-09,IDR,Aktif
SMP0001102,NSB0003797,Tabungan,250000000,1.0,2016-09-20,IDR,Aktif
SMP0001103,NSB0001892,Giro,50000000,0.5,2018-03-01,IDR,Aktif
SMP0001104,NSB0003606,Tabungan,100000,0.5,2021-12-01,IDR,Aktif
SMP0001105,NSB0000179,Deposito,50000000,4.5,2016-02-28,IDR,Aktif
SMP0001106,NSB0005618,Tabungan,100000000,2.0,2019-11-04,IDR,Aktif
SMP0001107,NSB0002132,Deposito,25000000,4.5,2018-08-22,IDR,Aktif
SMP0001108,NSB0007697,Deposito,50000000,5.0,2020-03-22,IDR,Aktif
SMP0001109,NSB0008472,Deposito,250000000,3.5,2023-06-20,IDR,Aktif
SMP0001110,NSB0002869,Deposito,500000000,4.5,2024-12-20,IDR,Aktif
SMP0001111,NSB0005765,Tabungan,5000000,1.0,2020-03-31,IDR,Aktif
SMP0001112,NSB0006121,Deposito,10000000,4.5,2017-01-17,IDR,Ditutup
SMP0001113,NSB0006200,Tabungan,50000000,1.0,2016-09-02,IDR,Aktif
SMP0001114,NSB0002228,Tabungan,100000,1.5,2022-02-19,IDR,Aktif
SMP0001115,NSB0005580,Tabungan,50000000,2.0,2022-08-02,IDR,Aktif
SMP0001116,NSB0002066,Giro,10000000,0.25,2023-03-06,IDR,Aktif
SMP0001117,NSB0005937,Tabungan,250000000,1.0,2021-10-20,USD,Aktif
SMP0001118,NSB0006166,Tabungan,100000,0.5,2021-06-06,IDR,Aktif
SMP0001119,NSB0009734,Tabungan,5000000,0.5,2020-08-24,IDR,Aktif
SMP0001120,NSB0003708,Tabungan,500000,0.5,2024-01-12,IDR,Aktif
SMP0001121,NSB0001852,Tabungan,1000000,1.5,2022-09-04,USD,Aktif
SMP0001122,NSB0001692,Tabungan,250000000,2.0,2019-01-19,IDR,Aktif
SMP0001123,NSB0003756,Tabungan,100000000,1.5,2016-05-08,IDR,Aktif
SMP0001124,NSB0007500,Giro,100000000,1.0,2015-04-17,IDR,Aktif
SMP0001125,NSB0004202,Tabungan,1000000,1.5,2015-09-02,IDR,Aktif
SMP0001126,NSB0003867,Deposito,100000000,3.5,2019-01-08,IDR,Aktif
SMP0001127,NSB0009259,Tabungan,100000,1.0,2015-02-21,IDR,Aktif
SMP0001128,NSB0009347,Tabungan,25000000,0.5,2019-02-05,IDR,Aktif
SMP0001129,NSB0004125,Tabungan,250000000,1.0,2024-07-27,IDR,Aktif
SMP0001130,NSB0007646,Deposito,25000000,4.0,2015-02-23,IDR,Aktif
SMP0001131,NSB0006900,Deposito,500000000,4.0,2024-04-30,IDR,Aktif
SMP0001132,NSB0000384,Tabungan,500000,1.0,2024-11-07,USD,Aktif
SMP0001133,NSB0003691,Tabungan,25000000,1.0,2019-02-28,IDR,Aktif
SMP0001134,NSB0005441,Giro,1000000000,1.0,2017-03-05,IDR,Aktif
SMP0001135,NSB0004252,Giro,1000000000,0.5,2020-05-15,USD,Aktif
SMP0001136,NSB0004210,Tabungan,500000,1.5,2020-05-15,IDR,Ditutup
SMP0001137,NSB0009633,Tabungan,250000000,2.0,2016-03-21,IDR,Aktif
SMP0001138,NSB0005814,Deposito,25000000,3.5,2020-03-18,IDR,Aktif
SMP0001139,NSB0004563,Tabungan,500000,0.5,2015-04-08,IDR,Aktif
SMP0001140,NSB0009715,Giro,10000000,0.5,2018-09-23,IDR,Aktif
SMP0001141,NSB0001731,Tabungan,25000000,1.0,2020-06-12,IDR,Aktif
SMP0001142,NSB0005035,Tabungan,25000000,1.5,2021-06-06,USD,Aktif
SMP0001143,NSB0000325,Giro,1000000000,0.5,2018-04-03,IDR,Aktif
SMP0001144,NSB0004246,Tabungan,100000000,2.0,2016-03-18,IDR,Aktif
SMP0001145,NSB0002592,Giro,5000000,0.5,2022-09-26,IDR,Aktif
SMP0001146,NSB0008215,Deposito,50000000,5.5,2021-08-21,IDR,Aktif
SMP0001147,NSB0004002,Tabungan,100000,0.5,2019-07-20,IDR,Aktif
SMP0001148,NSB0001535,Tabungan,25000000,0.5,2021-11-16,IDR,Aktif
SMP0001149,NSB0007358,Tabungan,100000,2.0,2018-02-23,IDR,Aktif
SMP0001150,NSB0006051,Tabungan,5000000,0.5,2019-04-14,IDR,Ditutup
SMP0001151,NSB0009528,Tabungan,100000,0.5,2018-11-14,IDR,Aktif
SMP0001152,NSB0008596,Deposito,25000000,5.0,2016-04-08,IDR,Ditutup
SMP0001153,NSB0006878,Tabungan,5000000,1.0,2017-11-23,IDR,Aktif
SMP0001154,NSB0007572,Giro,1000000000,0.25,2023-09-03,IDR,Aktif
SMP0001155,NSB0005695,Giro,100000000,1.0,2015-03-06,IDR,Ditutup
SMP0001156,NSB0005789,Deposito,50000000,4.5,2019-09-23,IDR,Aktif
SMP0001157,NSB0000183,Giro,50000000,0.5,2020-02-16,IDR,Aktif
SMP0001158,NSB0002131,Tabungan,500000,1.5,2022-03-28,IDR,Aktif
SMP0001159,NSB0002780,Deposito,1000000000,4.5,2020-01-14,IDR,Aktif
SMP0001160,NSB0005907,Tabungan,500000,1.5,2021-12-11,IDR,Aktif
SMP0001161,NSB0004209,Deposito,500000000,5.5,2019-09-17,IDR,Aktif
SMP0001162,NSB0008500,Tabungan,250000000,0.5,2024-11-16,IDR,Aktif
SMP0001163,NSB0004618,Giro,5000000,1.0,2016-07-17,IDR,Aktif
SMP0001164,NSB0001948,Tabungan,25000000,2.0,2019-09-03,IDR,Aktif
SMP0001165,NSB0009211,Tabungan,50000000,2.0,2019-07-25,IDR,Aktif
SMP0001166,NSB0003113,Tabungan,1000000,2.0,2024-12-13,IDR,Aktif
SMP0001167,NSB0001568,Tabungan,500000,0.5,2020-08-26,IDR,Aktif
SMP0001168,NSB0007145,Tabungan,100000,2.0,2016-09-14,IDR,Aktif
SMP0001169,NSB0000210,Tabungan,10000000,1.5,2023-08-02,IDR,Aktif
SMP0001170,NSB0002663,Tabungan,25000000,1.5,2022-06-26,IDR,Aktif
SMP0001171,NSB0000130,Deposito,10000000,4.0,2022-05-28,IDR,Aktif
SMP0001172,NSB0003915,Deposito,250000000,5.0,2021-01-21,IDR,Aktif
SMP0001173,NSB0008838,Tabungan,100000000,1.5,2016-04-26,IDR,Ditutup
SMP0001174,NSB0002525,Deposito,100000000,5.5,2019-05-03,IDR,Aktif
SMP0001175,NSB0006998,Tabungan,10000000,2.0,2023-05-19,IDR,Aktif
SMP0001176,NSB0008090,Tabungan,100000,2.0,2020-01-21,IDR,Aktif
SMP0001177,NSB0009404,Tabungan,25000000,1.0,2016-02-12,IDR,Aktif
SMP0001178,NSB0009285,Tabungan,100000,0.5,2016-10-20,IDR,Aktif
SMP0001179,NSB0002449,Tabungan,5000000,2.0,2016-02-17,IDR,Aktif
SMP0001180,NSB0006463,Deposito,1000000000,5.5,2021-08-04,IDR,Aktif
SMP0001181,NSB0008603,Deposito,1000000000,3.5,2015-09-29,IDR,Aktif
SMP0001182,NSB0008686,Giro,5000000,1.0,2022-06-02,IDR,Aktif
SMP0001183,NSB0007544,Deposito,100000000,5.0,2019-08-03,IDR,Aktif
SMP0001184,NSB0003316,Deposito,50000000,3.5,2024-07-23,IDR,Aktif
SMP0001185,NSB0008142,Tabungan,100000,1.5,2019-01-07,IDR,Aktif
SMP0001186,NSB0004697,Tabungan,100000000,1.5,2022-09-22,IDR,Aktif
SMP0001187,NSB0008333,Deposito,50000000,5.0,2024-04-03,IDR,Aktif
SMP0001188,NSB0005624,Tabungan,50000000,1.5,2023-10-24,IDR,Aktif
SMP0001189,NSB0005389,Tabungan,10000000,2.0,2018-04-19,IDR,Aktif
SMP0001190,NSB0000341,Tabungan,5000000,1.0,2023-11-09,IDR,Aktif
SMP0001191,NSB0007558,Deposito,50000000,5.0,2018-08-12,IDR,Aktif
SMP0001192,NSB0005104,Tabungan,5000000,2.0,2016-12-14,IDR,Aktif
SMP0001193,NSB0008549,Tabungan,100000000,2.0,2015-12-22,IDR,Aktif
SMP0001194,NSB0003722,Tabungan,50000000,0.5,2019-07-25,IDR,Aktif
SMP0001195,NSB0009693,Tabungan,100000,0.5,2021-03-19,IDR,Aktif
SMP0001196,NSB0001415,Deposito,50000000,3.5,2024-09-19,IDR,Aktif
SMP0001197,NSB0000459,Deposito,10000000,5.0,2021-04-25,IDR,Aktif
SMP0001198,NSB0006615,Deposito,250000000,5.0,2024-07-23,IDR,Aktif
SMP0001199,NSB0000573,Giro,50000000,1.0,2016-10-26,IDR,Aktif
SMP0001200,NSB0005627,Giro,10000000,0.5,2015-12-09,IDR,Aktif
SMP0001201,NSB0008046,Tabungan,10000000,1.5,2022-11-16,IDR,Aktif
SMP0001202,NSB0008890,Tabungan,25000000,0.5,2018-05-20,IDR,Aktif
SMP0001203,NSB0002025,Tabungan,25000000,0.5,2022-05-13,IDR,Aktif
SMP0001204,NSB0004028,Deposito,10000000,4.0,2015-02-05,IDR,Aktif
SMP0001205,NSB0003740,Tabungan,10000000,1.5,2022-07-12,IDR,Aktif
SMP0001206,NSB0008113,Giro,100000000,1.0,2022-12-03,IDR,Aktif
SMP0001207,NSB0003818,Tabungan,500000,0.5,2018-07-12,IDR,Aktif
SMP0001208,NSB0001591,Tabungan,100000,1.0,2019-02-23,IDR,Ditutup
SMP0001209,NSB0008085,Deposito,500000000,5.5,2017-05-30,IDR,Ditutup
SMP0001210,NSB0000136,Tabungan,250000000,1.5,2023-10-26,IDR,Aktif
SMP0001211,NSB0007497,Deposito,50000000,5.5,2015-03-02,IDR,Aktif
SMP0001212,NSB0003328,Tabungan,100000000,2.0,2024-05-19,IDR,Aktif
SMP0001213,NSB0002493,Deposito,50000000,4.0,2018-02-24,IDR,Aktif
SMP0001214,NSB0007939,Tabungan,100000,1.0,2019-06-06,IDR,Aktif
SMP0001215,NSB0004779,Giro,10000000,1.0,2023-01-13,IDR,Aktif
SMP0001216,NSB0001376,Tabungan,10000000,1.5,2021-12-24,IDR,Aktif
SMP0001217,NSB0007035,Tabungan,100000000,2.0,2024-03-28,IDR,Ditutup
SMP0001218,NSB0008749,Deposito,100000000,4.5,2019-04-29,USD,Aktif
SMP0001219,NSB0008493,Giro,100000000,0.25,2021-09-07,IDR,Aktif
SMP0001220,NSB0009802,Deposito,10000000,5.5,2019-10-14,IDR,Aktif
SMP0001221,NSB0001839,Tabungan,50000000,2.0,2016-04-16,IDR,Aktif
SMP0001222,NSB0007274,Tabungan,100000000,1.0,2015-01-26,IDR,Aktif
SMP0001223,NSB0009011,Giro,10000000,0.25,2015-03-10,IDR,Aktif
SMP0001224,NSB0000058,Giro,10000000,1.0,2021-12-17,IDR,Aktif
SMP0001225,NSB0008818,Tabungan,50000000,2.0,2020-05-19,IDR,Aktif
SMP0001226,NSB0002506,Tabungan,250000000,2.0,2023-07-23,IDR,Aktif
SMP0001227,NSB0005045,Tabungan,100000000,1.5,2020-11-11,IDR,Aktif
SMP0001228,NSB0005787,Tabungan,25000000,1.5,2018-09-07,IDR,Aktif
SMP0001229,NSB0000977,Tabungan,25000000,0.5,2023-11-25,USD,Ditutup
SMP0001230,NSB0007323,Giro,1000000000,0.25,2024-06-25,IDR,Aktif
SMP0001231,NSB0005980,Tabungan,100000,2.0,2023-09-20,IDR,Aktif
SMP0001232,NSB0008696,Tabungan,50000000,1.0,2017-07-26,IDR,Aktif
SMP0001233,NSB0002100,Deposito,500000000,4.0,2016-08-10,IDR,Aktif
SMP0001234,NSB0004717,Giro,100000000,0.25,2018-08-16,IDR,Aktif
SMP0001235,NSB0000947,Giro,5000000,1.0,2022-04-13,IDR,Aktif
SMP0001236,NSB0009098,Deposito,1000000000,4.5,2018-11-24,IDR,Aktif
SMP0001237,NSB0007357,Tabungan,100000000,2.0,2024-08-20,IDR,Aktif
SMP0001238,NSB0000012,Tabungan,100000,0.5,2019-08-24,IDR,Aktif
SMP0001239,NSB0002136,Deposito,500000000,3.5,2022-05-12,IDR,Aktif
SMP0001240,NSB0006971,Tabungan,1000000,1.5,2021-05-22,IDR,Aktif
SMP0001241,NSB0008582,Giro,1000000000,1.0,2024-09-14,IDR,Aktif
SMP0001242,NSB0004721,Deposito,250000000,4.5,2019-04-30,IDR,Ditutup
SMP0001243,NSB0006228,Deposito,25000000,5.5,2015-08-15,IDR,Aktif
SMP0001244,NSB0002141,Deposito,50000000,4.5,2015-04-01,IDR,Aktif
SMP0001245,NSB0007673,Tabungan,50000000,1.0,2024-04-21,IDR,Aktif
SMP0001246,NSB0005702,Tabungan,1000000,0.5,2022-07-04,USD,Aktif
SMP0001247,NSB0002318,Giro,1000000000,0.25,2020-08-17,IDR,Aktif
SMP0001248,NSB0000377,Tabungan,25000000,1.0,2024-06-22,IDR,Aktif
SMP0001249,NSB0008335,Tabungan,25000000,2.0,2020-09-17,IDR,Aktif
SMP0001250,NSB0003272,Deposito,100000000,4.5,2021-05-31,IDR,Aktif
SMP0001251,NSB0003959,Deposito,1000000000,5.0,2021-03-20,IDR,Aktif
SMP0001252,NSB0005541,Giro,5000000,0.5,2020-03-16,IDR,Ditutup
SMP0001253,NSB0009368,Tabungan,100000,1.0,2023-10-25,IDR,Aktif
SMP0001254,NSB0005374,Deposito,25000000,4.0,2016-11-22,IDR,Aktif
SMP0001255,NSB0005808,Tabungan,250000000,2.0,2018-11-26,IDR,Aktif
SMP0001256,NSB0000811,Tabungan,250000000,1.0,2023-08-02,IDR,Aktif
SMP0001257,NSB0003626,Tabungan,500000,1.5,2017-03-29,IDR,Aktif
SMP0001258,NSB0006145,Tabungan,500000,1.0,2023-10-17,IDR,Aktif
SMP0001259,NSB0004631,Tabungan,25000000,1.5,2023-11-22,IDR,Aktif
SMP0001260,NSB0009464,Tabungan,10000000,0.5,2017-11-29,IDR,Aktif
SMP0001261,NSB0006201,Giro,5000000,1.0,2023-03-04,IDR,Ditutup
SMP0001262,NSB0007637,Tabungan,250000000,0.5,2024-07-31,IDR,Aktif
SMP0001263,NSB0000118,Giro,500000000,1.0,2018-08-05,IDR,Aktif
SMP0001264,NSB0002642,Tabungan,1000000,2.0,2024-04-29,IDR,Aktif
SMP0001265,NSB0004423,Tabungan,100000,2.0,2015-07-29,IDR,Aktif
SMP0001266,NSB0006799,Tabungan,500000,2.0,2021-08-26,IDR,Aktif
SMP0001267,NSB0002616,Deposito,500000000,5.5,2016-05-29,IDR,Aktif
SMP0001268,NSB0002584,Giro,500000000,0.25,2019-04-02,IDR,Aktif
SMP0001269,NSB0004791,Deposito,250000000,4.0,2018-06-29,IDR,Aktif
SMP0001270,NSB0001270,Deposito,1000000000,5.0,2015-04-01,IDR,Aktif
SMP0001271,NSB0006366,Giro,500000000,0.5,2020-04-09,IDR,Aktif
SMP0001272,NSB0008983,Deposito,100000000,3.5,2020-12-25,IDR,Aktif
SMP0001273,NSB0001809,Deposito,1000000000,4.5,2024-06-16,IDR,Aktif
SMP0001274,NSB0005512,Tabungan,25000000,1.0,2018-07-27,IDR,Ditutup
SMP0001275,NSB0004587,Deposito,100000000,5.0,2024-12-10,IDR,Aktif
SMP0001276,NSB0007719,Tabungan,100000,1.0,2015-02-18,IDR,Aktif
SMP0001277,NSB0008006,Deposito,500000000,5.0,2022-12-30,IDR,Aktif
SMP0001278,NSB0003663,Tabungan,5000000,0.5,2015-11-13,IDR,Aktif
SMP0001279,NSB0000388,Tabungan,500000,2.0,2021-12-06,IDR,Aktif
SMP0001280,NSB0004701,Tabungan,10000000,1.0,2020-03-15,IDR,Aktif
SMP0001281,NSB0009762,Deposito,50000000,5.5,2024-04-14,USD,Aktif
SMP0001282,NSB0003969,Deposito,500000000,5.5,2017-04-06,IDR,Aktif
SMP0001283,NSB0001701,Deposito,25000000,5.5,2019-09-09,IDR,Aktif
SMP0001284,NSB0002307,Tabungan,100000,1.0,2023-09-26,IDR,Aktif
SMP0001285,NSB0003436,Giro,5000000,0.5,2015-11-04,IDR,Aktif
SMP0001286,NSB0006058,Tabungan,500000,0.5,2021-06-28,IDR,Aktif
SMP0001287,NSB0002996,Tabungan,250000000,1.5,2022-12-08,IDR,Aktif
SMP0001288,NSB0006712,Giro,500000000,0.25,2022-03-08,IDR,Aktif
SMP0001289,NSB0004245,Giro,1000000000,0.5,2024-07-20,IDR,Aktif
SMP0001290,NSB0006270,Tabungan,500000,2.0,2017-01-15,USD,Aktif
SMP0001291,NSB0006944,Tabungan,100000000,1.0,2022-11-12,IDR,Aktif
SMP0001292,NSB0007636,Deposito,25000000,4.0,2023-06-28,USD,Aktif
SMP0001293,NSB0001340,Tabungan,100000000,2.0,2021-03-01,IDR,Ditutup
SMP0001294,NSB0009338,Deposito,500000000,5.0,2019-12-19,IDR,Aktif
SMP0001295,NSB0005082,Tabungan,500000,2.0,2016-01-19,IDR,Aktif
SMP0001296,NSB0008322,Tabungan,500000,2.0,2017-01-13,IDR,Aktif
SMP0001297,NSB0005174,Deposito,100000000,3.5,2017-05-24,IDR,Aktif
SMP0001298,NSB0007590,Deposito,25000000,4.0,2016-01-10,IDR,Aktif
SMP0001299,NSB0002512,Tabungan,1000000,1.0,2021-11-11,IDR,Ditutup
SMP0001300,NSB0000763,Tabungan,1000000,1.5,2016-03-15,IDR,Aktif
SMP0001301,NSB0001522,Tabungan,5000000,0.5,2018-01-03,IDR,Aktif
SMP0001302,NSB0002681,Tabungan,500000,1.5,2023-05-31,IDR,Aktif
SMP0001303,NSB0001927,Deposito,50000000,3.5,2015-11-03,IDR,Aktif
SMP0001304,NSB0009855,Tabungan,5000000,1.0,2015-10-29,IDR,Aktif
SMP0001305,NSB0008115,Giro,10000000,0.25,2024-03-04,IDR,Ditutup
SMP0001306,NSB0006263,Tabungan,25000000,1.5,2023-07-12,IDR,Aktif
SMP0001307,NSB0004108,Tabungan,50000000,1.5,2017-03-04,IDR,Aktif
SMP0001308,NSB0002633,Tabungan,50000000,0.5,2020-09-17,IDR,Aktif
SMP0001309,NSB0003366,Deposito,10000000,4.0,2023-11-16,IDR,Aktif
SMP0001310,NSB0007902,Tabungan,1000000,1.5,2023-05-31,IDR,Aktif
SMP0001311,NSB0009346,Giro,10000000,0.5,2022-10-21,IDR,Aktif
SMP0001312,NSB0004240,Deposito,25000000,4.5,2016-11-15,IDR,Aktif
SMP0001313,NSB0003490,Tabungan,50000000,1.0,2024-01-24,IDR,Aktif
SMP0001314,NSB0001949,Deposito,25000000,4.5,2021-03-03,IDR,Aktif
SMP0001315,NSB0002310,Giro,5000000,0.5,2018-11-26,IDR,Aktif
SMP0001316,NSB0000873,Deposito,25000000,4.5,2019-05-16,IDR,Aktif
SMP0001317,NSB0007485,Deposito,50000000,4.5,2018-02-26,IDR,Aktif
SMP0001318,NSB0002004,Tabungan,250000000,0.5,2019-02-27,IDR,Aktif
SMP0001319,NSB0003873,Tabungan,100000,1.0,2024-02-25,IDR,Aktif
SMP0001320,NSB0003794,Tabungan,100000,1.0,2019-01-03,IDR,Ditutup
SMP0001321,NSB0005502,Tabungan,100000,0.5,2017-12-08,IDR,Aktif
SMP0001322,NSB0007892,Giro,500000000,1.0,2015-10-08,IDR,Aktif
SMP0001323,NSB0004250,Tabungan,5000000,1.5,2018-05-13,IDR,Aktif
SMP0001324,NSB0004294,Tabungan,100000,2.0,2021-02-08,IDR,Aktif
SMP0001325,NSB0000541,Tabungan,10000000,1.0,2018-12-17,IDR,Aktif
SMP0001326,NSB0003440,Tabungan,5000000,0.5,2023-01-16,IDR,Aktif
SMP0001327,NSB0001029,Giro,1000000000,1.0,2018-02-13,IDR,Aktif
SMP0001328,NSB0003072,Tabungan,100000000,1.5,2018-06-06,IDR,Aktif
SMP0001329,NSB0008628,Tabungan,100000,2.0,2017-01-28,IDR,Aktif
SMP0001330,NSB0006836,Giro,100000000,0.25,2023-09-15,IDR,Aktif
SMP0001331,NSB0006634,Deposito,250000000,5.0,2022-10-09,IDR,Aktif
SMP0001332,NSB0005656,Tabungan,100000,1.0,2015-11-20,IDR,Aktif
SMP0001333,NSB0001532,Tabungan,25000000,1.5,2017-08-28,IDR,Aktif
SMP0001334,NSB0008891,Tabungan,50000000,2.0,2020-08-03,IDR,Aktif
SMP0001335,NSB0003081,Tabungan,100000000,2.0,2015-04-30,IDR,Aktif
SMP0001336,NSB0004714,Deposito,50000000,5.0,2020-10-25,IDR,Aktif
SMP0001337,NSB0003959,Tabungan,10000000,2.0,2019-04-12,IDR,Aktif
SMP0001338,NSB0004374,Deposito,10000000,4.5,2020-02-20,IDR,Aktif
